Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_001267175_1_ASM126717v1_genomic_gff,GCF_001267195_1_ASM126719v1_genomic_gff,GCF_001267215_1_ASM126721v1_genomic_gff,GCF_001267255_1_ASM126725v1_genomic_gff,GCF_001267275_1_ASM126727v1_genomic_gff,GCF_001267295_1_ASM126729v1_genomic_gff,GCF_001267315_1_ASM126731v1_genomic_gff,GCF_030328955_1_ASM3032895v1_genomic_gff,GCF_030328995_1_ASM3032899v1_genomic_gff,GCF_030329025_1_ASM3032902v1_genomic_gff
WP_231692570.1,,DUF481 domain-containing protein,10,10,1,78,2722,,,,1007,1025,1010,9b7e70dc9c6ece2c05dcc2e656b22969_2300,f703f9607fd873072b58ff69da1f6298_4394,7939b8df5802c39c46adb1416b02880c_103,5b8d0eb8742d50487a1e3a28fa195a18_2188,4291979d325094cc7b4bce3cd2bb2024_3805,a077d878693c9fd52ed3dbbed690b74f_3811,03f798c6314f9895224cd16f8bb35aa0_1464,0cad7609a72f054f1e5a773edfee880c_1761,b950933d1ddb7e03141c7b304a24a0b6_803,f8e40b63109f8c40a69745e5931a1674_13
kdsB,,3-deoxy-manno-octulosonate cytidylyltransferase,10,10,1,78,3026,,,,764,764,764,9b7e70dc9c6ece2c05dcc2e656b22969_1736,f703f9607fd873072b58ff69da1f6298_1587,7939b8df5802c39c46adb1416b02880c_4094,5b8d0eb8742d50487a1e3a28fa195a18_452,4291979d325094cc7b4bce3cd2bb2024_1044,a077d878693c9fd52ed3dbbed690b74f_854,03f798c6314f9895224cd16f8bb35aa0_924,0cad7609a72f054f1e5a773edfee880c_3795,b950933d1ddb7e03141c7b304a24a0b6_4249,f8e40b63109f8c40a69745e5931a1674_679
WP_053105585.1,,class II fumarate hydratase,10,10,1,78,3003,,,,1388,1388,1388,9b7e70dc9c6ece2c05dcc2e656b22969_1785,f703f9607fd873072b58ff69da1f6298_1632,7939b8df5802c39c46adb1416b02880c_4143,5b8d0eb8742d50487a1e3a28fa195a18_403,4291979d325094cc7b4bce3cd2bb2024_1093,a077d878693c9fd52ed3dbbed690b74f_903,03f798c6314f9895224cd16f8bb35aa0_973,0cad7609a72f054f1e5a773edfee880c_3740,b950933d1ddb7e03141c7b304a24a0b6_4304,f8e40b63109f8c40a69745e5931a1674_633
hisC,,histidinol-phosphate transaminase,10,10,1,78,3304,,,,1058,1058,1058,9b7e70dc9c6ece2c05dcc2e656b22969_1351,f703f9607fd873072b58ff69da1f6298_1208,7939b8df5802c39c46adb1416b02880c_3649,5b8d0eb8742d50487a1e3a28fa195a18_841,4291979d325094cc7b4bce3cd2bb2024_572,a077d878693c9fd52ed3dbbed690b74f_477,03f798c6314f9895224cd16f8bb35aa0_482,0cad7609a72f054f1e5a773edfee880c_2928,b950933d1ddb7e03141c7b304a24a0b6_3979,f8e40b63109f8c40a69745e5931a1674_1076
WP_053099574.1,,DUF4389 domain-containing protein,10,10,1,78,3356,,,,329,329,329,9b7e70dc9c6ece2c05dcc2e656b22969_1184,f703f9607fd873072b58ff69da1f6298_1122,7939b8df5802c39c46adb1416b02880c_3563,5b8d0eb8742d50487a1e3a28fa195a18_927,4291979d325094cc7b4bce3cd2bb2024_447,a077d878693c9fd52ed3dbbed690b74f_397,03f798c6314f9895224cd16f8bb35aa0_402,0cad7609a72f054f1e5a773edfee880c_3006,b950933d1ddb7e03141c7b304a24a0b6_3894,f8e40b63109f8c40a69745e5931a1674_1166
waaC,,lipopolysaccharide heptosyltransferase I,10,10,1,78,1461,,,,1016,1016,1016,9b7e70dc9c6ece2c05dcc2e656b22969_4634,f703f9607fd873072b58ff69da1f6298_2298,7939b8df5802c39c46adb1416b02880c_2164,5b8d0eb8742d50487a1e3a28fa195a18_4267,4291979d325094cc7b4bce3cd2bb2024_1782,a077d878693c9fd52ed3dbbed690b74f_1596,03f798c6314f9895224cd16f8bb35aa0_3613,0cad7609a72f054f1e5a773edfee880c_1155,b950933d1ddb7e03141c7b304a24a0b6_1507,f8e40b63109f8c40a69745e5931a1674_2055
WP_064502516.1,,AI-2E family transporter,10,10,1,78,3228,,,,1175,1175,1175,9b7e70dc9c6ece2c05dcc2e656b22969_1510,f703f9607fd873072b58ff69da1f6298_1367,7939b8df5802c39c46adb1416b02880c_3814,5b8d0eb8742d50487a1e3a28fa195a18_682,4291979d325094cc7b4bce3cd2bb2024_734,a077d878693c9fd52ed3dbbed690b74f_632,03f798c6314f9895224cd16f8bb35aa0_648,0cad7609a72f054f1e5a773edfee880c_2765,b950933d1ddb7e03141c7b304a24a0b6_86,f8e40b63109f8c40a69745e5931a1674_915
WP_080997010.1,,penicillin acylase family protein,10,10,1,78,2990,,,,2354,2354,2354,9b7e70dc9c6ece2c05dcc2e656b22969_1810,f703f9607fd873072b58ff69da1f6298_1657,7939b8df5802c39c46adb1416b02880c_4168,5b8d0eb8742d50487a1e3a28fa195a18_378,4291979d325094cc7b4bce3cd2bb2024_1118,a077d878693c9fd52ed3dbbed690b74f_928,03f798c6314f9895224cd16f8bb35aa0_998,0cad7609a72f054f1e5a773edfee880c_3713,b950933d1ddb7e03141c7b304a24a0b6_4331,f8e40b63109f8c40a69745e5931a1674_608
rsxC,,electron transport complex subunit RsxC,10,10,1,78,1306,,,,2426,2450,2433,9b7e70dc9c6ece2c05dcc2e656b22969_4270,f703f9607fd873072b58ff69da1f6298_2583,7939b8df5802c39c46adb1416b02880c_1879,5b8d0eb8742d50487a1e3a28fa195a18_3926,4291979d325094cc7b4bce3cd2bb2024_2071,a077d878693c9fd52ed3dbbed690b74f_1939,03f798c6314f9895224cd16f8bb35aa0_3300,0cad7609a72f054f1e5a773edfee880c_1456,b950933d1ddb7e03141c7b304a24a0b6_3601,f8e40b63109f8c40a69745e5931a1674_1766
WP_053102392.1,,DUF4892 domain-containing protein,10,10,1,78,3360,,,,806,806,806,9b7e70dc9c6ece2c05dcc2e656b22969_1176,f703f9607fd873072b58ff69da1f6298_1114,7939b8df5802c39c46adb1416b02880c_3555,5b8d0eb8742d50487a1e3a28fa195a18_935,4291979d325094cc7b4bce3cd2bb2024_439,a077d878693c9fd52ed3dbbed690b74f_389,03f798c6314f9895224cd16f8bb35aa0_394,0cad7609a72f054f1e5a773edfee880c_3014,b950933d1ddb7e03141c7b304a24a0b6_3886,f8e40b63109f8c40a69745e5931a1674_1174
WP_053100101.1,,DUF485 domain-containing protein,10,10,1,78,2753,,,,320,320,320,9b7e70dc9c6ece2c05dcc2e656b22969_2240,f703f9607fd873072b58ff69da1f6298_4454,7939b8df5802c39c46adb1416b02880c_43,5b8d0eb8742d50487a1e3a28fa195a18_2128,4291979d325094cc7b4bce3cd2bb2024_3865,a077d878693c9fd52ed3dbbed690b74f_3871,03f798c6314f9895224cd16f8bb35aa0_1404,0cad7609a72f054f1e5a773edfee880c_1701,b950933d1ddb7e03141c7b304a24a0b6_863,f8e40b63109f8c40a69745e5931a1674_71
WP_080995540.1,,oxidoreductase,10,10,1,78,2166,,,,161,161,161,9b7e70dc9c6ece2c05dcc2e656b22969_3458,f703f9607fd873072b58ff69da1f6298_3409,7939b8df5802c39c46adb1416b02880c_1104,5b8d0eb8742d50487a1e3a28fa195a18_3145,4291979d325094cc7b4bce3cd2bb2024_2851,a077d878693c9fd52ed3dbbed690b74f_2730,03f798c6314f9895224cd16f8bb35aa0_2452,0cad7609a72f054f1e5a773edfee880c_4579,b950933d1ddb7e03141c7b304a24a0b6_273,f8e40b63109f8c40a69745e5931a1674_3311
rnpA,,ribonuclease P protein component,10,10,1,78,900,,,,374,374,374,9b7e70dc9c6ece2c05dcc2e656b22969_3635,f703f9607fd873072b58ff69da1f6298_3206,7939b8df5802c39c46adb1416b02880c_1281,5b8d0eb8742d50487a1e3a28fa195a18_3320,4291979d325094cc7b4bce3cd2bb2024_2713,a077d878693c9fd52ed3dbbed690b74f_2572,03f798c6314f9895224cd16f8bb35aa0_2656,0cad7609a72f054f1e5a773edfee880c_4039,b950933d1ddb7e03141c7b304a24a0b6_4525,f8e40b63109f8c40a69745e5931a1674_3527
recO,,DNA repair protein RecO,10,10,1,78,3423,,,,665,665,665,9b7e70dc9c6ece2c05dcc2e656b22969_1084,f703f9607fd873072b58ff69da1f6298_1022,7939b8df5802c39c46adb1416b02880c_3463,5b8d0eb8742d50487a1e3a28fa195a18_1027,4291979d325094cc7b4bce3cd2bb2024_342,a077d878693c9fd52ed3dbbed690b74f_297,03f798c6314f9895224cd16f8bb35aa0_302,0cad7609a72f054f1e5a773edfee880c_3114,b950933d1ddb7e03141c7b304a24a0b6_3786,f8e40b63109f8c40a69745e5931a1674_1266
pqqC,,pyrroloquinoline-quinone synthase PqqC,10,10,1,78,3395,,,,755,755,755,9b7e70dc9c6ece2c05dcc2e656b22969_1130,f703f9607fd873072b58ff69da1f6298_1068,7939b8df5802c39c46adb1416b02880c_3509,5b8d0eb8742d50487a1e3a28fa195a18_981,4291979d325094cc7b4bce3cd2bb2024_388,a077d878693c9fd52ed3dbbed690b74f_343,03f798c6314f9895224cd16f8bb35aa0_348,0cad7609a72f054f1e5a773edfee880c_3066,b950933d1ddb7e03141c7b304a24a0b6_3834,f8e40b63109f8c40a69745e5931a1674_1220
WP_053105630.1,,gamma-carboxygeranoyl-CoA hydratase,10,10,1,78,2936,,,,794,794,794,9b7e70dc9c6ece2c05dcc2e656b22969_1907,f703f9607fd873072b58ff69da1f6298_1752,7939b8df5802c39c46adb1416b02880c_4261,5b8d0eb8742d50487a1e3a28fa195a18_279,4291979d325094cc7b4bce3cd2bb2024_1211,a077d878693c9fd52ed3dbbed690b74f_1023,03f798c6314f9895224cd16f8bb35aa0_1091,0cad7609a72f054f1e5a773edfee880c_3618,b950933d1ddb7e03141c7b304a24a0b6_1067,f8e40b63109f8c40a69745e5931a1674_515
WP_053100832.1,,ATP-binding protein,10,10,1,78,954,,,,1325,1325,1325,9b7e70dc9c6ece2c05dcc2e656b22969_3711,f703f9607fd873072b58ff69da1f6298_3132,7939b8df5802c39c46adb1416b02880c_1355,5b8d0eb8742d50487a1e3a28fa195a18_3402,4291979d325094cc7b4bce3cd2bb2024_2635,a077d878693c9fd52ed3dbbed690b74f_2494,03f798c6314f9895224cd16f8bb35aa0_2772,0cad7609a72f054f1e5a773edfee880c_4155,b950933d1ddb7e03141c7b304a24a0b6_4427,f8e40b63109f8c40a69745e5931a1674_3643
hrpB,,ATP-dependent helicase HrpB,10,10,1,78,1320,,,,2516,2516,2516,9b7e70dc9c6ece2c05dcc2e656b22969_4299,f703f9607fd873072b58ff69da1f6298_2554,7939b8df5802c39c46adb1416b02880c_1908,5b8d0eb8742d50487a1e3a28fa195a18_3955,4291979d325094cc7b4bce3cd2bb2024_2042,a077d878693c9fd52ed3dbbed690b74f_1910,03f798c6314f9895224cd16f8bb35aa0_3329,0cad7609a72f054f1e5a773edfee880c_1427,b950933d1ddb7e03141c7b304a24a0b6_3630,f8e40b63109f8c40a69745e5931a1674_1795
ispC,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,10,10,1,78,3068,,,,1205,1229,1217,9b7e70dc9c6ece2c05dcc2e656b22969_1648,f703f9607fd873072b58ff69da1f6298_1499,7939b8df5802c39c46adb1416b02880c_4006,5b8d0eb8742d50487a1e3a28fa195a18_540,4291979d325094cc7b4bce3cd2bb2024_956,a077d878693c9fd52ed3dbbed690b74f_766,03f798c6314f9895224cd16f8bb35aa0_836,0cad7609a72f054f1e5a773edfee880c_3883,b950933d1ddb7e03141c7b304a24a0b6_4161,f8e40b63109f8c40a69745e5931a1674_767
trpC,,indole-3-glycerol phosphate synthase TrpC,10,10,1,78,2520,,,,803,803,803,9b7e70dc9c6ece2c05dcc2e656b22969_2657,f703f9607fd873072b58ff69da1f6298_4064,7939b8df5802c39c46adb1416b02880c_434,5b8d0eb8742d50487a1e3a28fa195a18_2520,4291979d325094cc7b4bce3cd2bb2024_3477,a077d878693c9fd52ed3dbbed690b74f_3483,03f798c6314f9895224cd16f8bb35aa0_1836,0cad7609a72f054f1e5a773edfee880c_2101,b950933d1ddb7e03141c7b304a24a0b6_3032,f8e40b63109f8c40a69745e5931a1674_2643
queF,,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,10,10,1,78,1402,,,,830,830,830,9b7e70dc9c6ece2c05dcc2e656b22969_4449,f703f9607fd873072b58ff69da1f6298_2404,7939b8df5802c39c46adb1416b02880c_2058,5b8d0eb8742d50487a1e3a28fa195a18_4105,4291979d325094cc7b4bce3cd2bb2024_1892,a077d878693c9fd52ed3dbbed690b74f_1760,03f798c6314f9895224cd16f8bb35aa0_3479,0cad7609a72f054f1e5a773edfee880c_1259,b950933d1ddb7e03141c7b304a24a0b6_1609,f8e40b63109f8c40a69745e5931a1674_1949
WP_053104769.1,,PhoH family protein,10,10,1,78,2674,,,,983,983,983,9b7e70dc9c6ece2c05dcc2e656b22969_2367,f703f9607fd873072b58ff69da1f6298_4353,7939b8df5802c39c46adb1416b02880c_144,5b8d0eb8742d50487a1e3a28fa195a18_2229,4291979d325094cc7b4bce3cd2bb2024_3764,a077d878693c9fd52ed3dbbed690b74f_3770,03f798c6314f9895224cd16f8bb35aa0_1549,0cad7609a72f054f1e5a773edfee880c_1802,b950933d1ddb7e03141c7b304a24a0b6_1776,f8e40b63109f8c40a69745e5931a1674_2356
WP_053101414.1,,YraN family protein,10,10,1,78,531,,,,371,371,371,9b7e70dc9c6ece2c05dcc2e656b22969_4873,f703f9607fd873072b58ff69da1f6298_2079,7939b8df5802c39c46adb1416b02880c_2403,5b8d0eb8742d50487a1e3a28fa195a18_4454,4291979d325094cc7b4bce3cd2bb2024_1531,a077d878693c9fd52ed3dbbed690b74f_1363,03f798c6314f9895224cd16f8bb35aa0_3834,0cad7609a72f054f1e5a773edfee880c_33,b950933d1ddb7e03141c7b304a24a0b6_2083,f8e40b63109f8c40a69745e5931a1674_2258
WP_286594031.1,,WYL domain-containing protein,10,10,1,78,995,,,,1013,1019,1013,9b7e70dc9c6ece2c05dcc2e656b22969_3771,f703f9607fd873072b58ff69da1f6298_3072,7939b8df5802c39c46adb1416b02880c_1415,5b8d0eb8742d50487a1e3a28fa195a18_3462,4291979d325094cc7b4bce3cd2bb2024_2547,a077d878693c9fd52ed3dbbed690b74f_2442,03f798c6314f9895224cd16f8bb35aa0_2818,0cad7609a72f054f1e5a773edfee880c_4201,b950933d1ddb7e03141c7b304a24a0b6_914,f8e40b63109f8c40a69745e5931a1674_3689
WP_053100634.1,,acetyl-CoA sensor PanZ family protein,10,10,1,78,2242,,,,398,401,400,9b7e70dc9c6ece2c05dcc2e656b22969_3314,f703f9607fd873072b58ff69da1f6298_3593,7939b8df5802c39c46adb1416b02880c_920,5b8d0eb8742d50487a1e3a28fa195a18_2973,4291979d325094cc7b4bce3cd2bb2024_3036,a077d878693c9fd52ed3dbbed690b74f_2882,03f798c6314f9895224cd16f8bb35aa0_2275,0cad7609a72f054f1e5a773edfee880c_2602,b950933d1ddb7e03141c7b304a24a0b6_516,f8e40b63109f8c40a69745e5931a1674_3157
WP_053105068.1,,FAD-dependent oxidoreductase,10,10,1,78,1300,,,,1175,1175,1175,9b7e70dc9c6ece2c05dcc2e656b22969_4258,f703f9607fd873072b58ff69da1f6298_2595,7939b8df5802c39c46adb1416b02880c_1867,5b8d0eb8742d50487a1e3a28fa195a18_3914,4291979d325094cc7b4bce3cd2bb2024_2083,a077d878693c9fd52ed3dbbed690b74f_1951,03f798c6314f9895224cd16f8bb35aa0_3288,0cad7609a72f054f1e5a773edfee880c_1468,b950933d1ddb7e03141c7b304a24a0b6_3589,f8e40b63109f8c40a69745e5931a1674_1754
rpmC,,50S ribosomal protein L29,10,10,1,78,1198,,,,191,191,191,9b7e70dc9c6ece2c05dcc2e656b22969_4115,f703f9607fd873072b58ff69da1f6298_2740,7939b8df5802c39c46adb1416b02880c_1722,5b8d0eb8742d50487a1e3a28fa195a18_3769,4291979d325094cc7b4bce3cd2bb2024_2228,a077d878693c9fd52ed3dbbed690b74f_2096,03f798c6314f9895224cd16f8bb35aa0_3135,0cad7609a72f054f1e5a773edfee880c_272,b950933d1ddb7e03141c7b304a24a0b6_3416,f8e40b63109f8c40a69745e5931a1674_1609
ybgF,,tol-pal system protein YbgF,10,10,1,78,2544,,,,755,755,755,9b7e70dc9c6ece2c05dcc2e656b22969_2611,f703f9607fd873072b58ff69da1f6298_4110,7939b8df5802c39c46adb1416b02880c_388,5b8d0eb8742d50487a1e3a28fa195a18_2474,4291979d325094cc7b4bce3cd2bb2024_3523,a077d878693c9fd52ed3dbbed690b74f_3529,03f798c6314f9895224cd16f8bb35aa0_1790,0cad7609a72f054f1e5a773edfee880c_2055,b950933d1ddb7e03141c7b304a24a0b6_2984,f8e40b63109f8c40a69745e5931a1674_2597
WP_053099628.1,,RidA family protein,10,10,1,78,3280,,,,491,491,491,9b7e70dc9c6ece2c05dcc2e656b22969_1407,f703f9607fd873072b58ff69da1f6298_1264,7939b8df5802c39c46adb1416b02880c_3705,5b8d0eb8742d50487a1e3a28fa195a18_785,4291979d325094cc7b4bce3cd2bb2024_625,a077d878693c9fd52ed3dbbed690b74f_527,03f798c6314f9895224cd16f8bb35aa0_538,0cad7609a72f054f1e5a773edfee880c_2870,b950933d1ddb7e03141c7b304a24a0b6_4037,f8e40b63109f8c40a69745e5931a1674_1020
WP_053107898.1,,aspartate kinase,10,10,1,78,3011,,,,1235,1235,1235,9b7e70dc9c6ece2c05dcc2e656b22969_1769,f703f9607fd873072b58ff69da1f6298_1616,7939b8df5802c39c46adb1416b02880c_4127,5b8d0eb8742d50487a1e3a28fa195a18_419,4291979d325094cc7b4bce3cd2bb2024_1077,a077d878693c9fd52ed3dbbed690b74f_887,03f798c6314f9895224cd16f8bb35aa0_957,0cad7609a72f054f1e5a773edfee880c_3756,b950933d1ddb7e03141c7b304a24a0b6_4288,f8e40b63109f8c40a69745e5931a1674_649
WP_053100878.1,,YqgE/AlgH family protein,10,10,1,78,1030,,,,569,569,569,9b7e70dc9c6ece2c05dcc2e656b22969_3854,f703f9607fd873072b58ff69da1f6298_3026,7939b8df5802c39c46adb1416b02880c_1461,5b8d0eb8742d50487a1e3a28fa195a18_3508,4291979d325094cc7b4bce3cd2bb2024_2501,a077d878693c9fd52ed3dbbed690b74f_2357,03f798c6314f9895224cd16f8bb35aa0_2874,0cad7609a72f054f1e5a773edfee880c_4261,b950933d1ddb7e03141c7b304a24a0b6_663,f8e40b63109f8c40a69745e5931a1674_3735
WP_053103560.1,,"NADPH-dependent 2,4-dienoyl-CoA reductase",10,10,1,78,1616,,,,2036,2036,2036,9b7e70dc9c6ece2c05dcc2e656b22969_4843,f703f9607fd873072b58ff69da1f6298_2109,7939b8df5802c39c46adb1416b02880c_2373,5b8d0eb8742d50487a1e3a28fa195a18_4424,4291979d325094cc7b4bce3cd2bb2024_1561,a077d878693c9fd52ed3dbbed690b74f_1393,03f798c6314f9895224cd16f8bb35aa0_3804,0cad7609a72f054f1e5a773edfee880c_970,b950933d1ddb7e03141c7b304a24a0b6_1328,f8e40b63109f8c40a69745e5931a1674_2228
WP_053100002.1,,Smr/MutS family protein,10,10,1,78,2876,,,,566,566,566,9b7e70dc9c6ece2c05dcc2e656b22969_2017,f703f9607fd873072b58ff69da1f6298_1862,7939b8df5802c39c46adb1416b02880c_4371,5b8d0eb8742d50487a1e3a28fa195a18_169,4291979d325094cc7b4bce3cd2bb2024_1315,a077d878693c9fd52ed3dbbed690b74f_1133,03f798c6314f9895224cd16f8bb35aa0_1195,0cad7609a72f054f1e5a773edfee880c_823,b950933d1ddb7e03141c7b304a24a0b6_1179,f8e40b63109f8c40a69745e5931a1674_411
WP_053105108.1,,uroporphyrinogen-III synthase,10,10,1,78,1375,,,,788,788,788,9b7e70dc9c6ece2c05dcc2e656b22969_4403,f703f9607fd873072b58ff69da1f6298_2450,7939b8df5802c39c46adb1416b02880c_2012,5b8d0eb8742d50487a1e3a28fa195a18_4059,4291979d325094cc7b4bce3cd2bb2024_1938,a077d878693c9fd52ed3dbbed690b74f_1806,03f798c6314f9895224cd16f8bb35aa0_3433,0cad7609a72f054f1e5a773edfee880c_1307,b950933d1ddb7e03141c7b304a24a0b6_1657,f8e40b63109f8c40a69745e5931a1674_1903
WP_053102564.1,,SufE family protein,10,10,1,78,3055,,,,401,401,401,9b7e70dc9c6ece2c05dcc2e656b22969_1674,f703f9607fd873072b58ff69da1f6298_1525,7939b8df5802c39c46adb1416b02880c_4032,5b8d0eb8742d50487a1e3a28fa195a18_514,4291979d325094cc7b4bce3cd2bb2024_982,a077d878693c9fd52ed3dbbed690b74f_792,03f798c6314f9895224cd16f8bb35aa0_862,0cad7609a72f054f1e5a773edfee880c_3857,b950933d1ddb7e03141c7b304a24a0b6_4187,f8e40b63109f8c40a69745e5931a1674_741
recA,,recombinase RecA,10,10,1,78,331,,,,1037,1040,1039,9b7e70dc9c6ece2c05dcc2e656b22969_110,f703f9607fd873072b58ff69da1f6298_114,7939b8df5802c39c46adb1416b02880c_2581,5b8d0eb8742d50487a1e3a28fa195a18_1929,4291979d325094cc7b4bce3cd2bb2024_4026,a077d878693c9fd52ed3dbbed690b74f_4017,03f798c6314f9895224cd16f8bb35aa0_4006,0cad7609a72f054f1e5a773edfee880c_3514,b950933d1ddb7e03141c7b304a24a0b6_2340,f8e40b63109f8c40a69745e5931a1674_4171
WP_053102565.1,,hypothetical protein,10,10,1,78,3054,,,,323,323,323,9b7e70dc9c6ece2c05dcc2e656b22969_1676,f703f9607fd873072b58ff69da1f6298_1527,7939b8df5802c39c46adb1416b02880c_4034,5b8d0eb8742d50487a1e3a28fa195a18_512,4291979d325094cc7b4bce3cd2bb2024_984,a077d878693c9fd52ed3dbbed690b74f_794,03f798c6314f9895224cd16f8bb35aa0_864,0cad7609a72f054f1e5a773edfee880c_3855,b950933d1ddb7e03141c7b304a24a0b6_4189,f8e40b63109f8c40a69745e5931a1674_739
WP_053111095.1,,MotA/TolQ/ExbB proton channel family protein,10,10,1,78,3217,,,,1343,1343,1343,9b7e70dc9c6ece2c05dcc2e656b22969_1530,f703f9607fd873072b58ff69da1f6298_1387,7939b8df5802c39c46adb1416b02880c_3834,5b8d0eb8742d50487a1e3a28fa195a18_662,4291979d325094cc7b4bce3cd2bb2024_754,a077d878693c9fd52ed3dbbed690b74f_652,03f798c6314f9895224cd16f8bb35aa0_668,0cad7609a72f054f1e5a773edfee880c_2745,b950933d1ddb7e03141c7b304a24a0b6_106,f8e40b63109f8c40a69745e5931a1674_895
bktB,,beta-ketothiolase BktB,10,10,1,78,1337,,,,1202,1202,1202,9b7e70dc9c6ece2c05dcc2e656b22969_4331,f703f9607fd873072b58ff69da1f6298_2522,7939b8df5802c39c46adb1416b02880c_1940,5b8d0eb8742d50487a1e3a28fa195a18_3987,4291979d325094cc7b4bce3cd2bb2024_2010,a077d878693c9fd52ed3dbbed690b74f_1878,03f798c6314f9895224cd16f8bb35aa0_3361,0cad7609a72f054f1e5a773edfee880c_1379,b950933d1ddb7e03141c7b304a24a0b6_3662,f8e40b63109f8c40a69745e5931a1674_1831
WP_053102639.1,,MerR family DNA-binding transcriptional regulator,10,10,1,78,2931,,,,401,401,401,9b7e70dc9c6ece2c05dcc2e656b22969_1917,f703f9607fd873072b58ff69da1f6298_1762,7939b8df5802c39c46adb1416b02880c_4271,5b8d0eb8742d50487a1e3a28fa195a18_269,4291979d325094cc7b4bce3cd2bb2024_1221,a077d878693c9fd52ed3dbbed690b74f_1033,03f798c6314f9895224cd16f8bb35aa0_1101,0cad7609a72f054f1e5a773edfee880c_3608,b950933d1ddb7e03141c7b304a24a0b6_1077,f8e40b63109f8c40a69745e5931a1674_505
yacG,,DNA gyrase inhibitor YacG,10,10,1,78,2522,,,,188,188,188,9b7e70dc9c6ece2c05dcc2e656b22969_2653,f703f9607fd873072b58ff69da1f6298_4068,7939b8df5802c39c46adb1416b02880c_430,5b8d0eb8742d50487a1e3a28fa195a18_2516,4291979d325094cc7b4bce3cd2bb2024_3481,a077d878693c9fd52ed3dbbed690b74f_3487,03f798c6314f9895224cd16f8bb35aa0_1832,0cad7609a72f054f1e5a773edfee880c_2097,b950933d1ddb7e03141c7b304a24a0b6_3026,f8e40b63109f8c40a69745e5931a1674_2639
WP_096334865.1,,PAS domain S-box protein,10,10,1,78,1273,,,,2270,2270,2270,9b7e70dc9c6ece2c05dcc2e656b22969_4221,f703f9607fd873072b58ff69da1f6298_2632,7939b8df5802c39c46adb1416b02880c_1830,5b8d0eb8742d50487a1e3a28fa195a18_3877,4291979d325094cc7b4bce3cd2bb2024_2120,a077d878693c9fd52ed3dbbed690b74f_1988,03f798c6314f9895224cd16f8bb35aa0_3243,0cad7609a72f054f1e5a773edfee880c_1513,b950933d1ddb7e03141c7b304a24a0b6_3530,f8e40b63109f8c40a69745e5931a1674_1717
WP_053101661.1,,SMR family transporter,10,10,1,78,3950,,,,314,314,314,9b7e70dc9c6ece2c05dcc2e656b22969_456,f703f9607fd873072b58ff69da1f6298_512,7939b8df5802c39c46adb1416b02880c_2969,5b8d0eb8742d50487a1e3a28fa195a18_1523,4291979d325094cc7b4bce3cd2bb2024_4440,a077d878693c9fd52ed3dbbed690b74f_4632,03f798c6314f9895224cd16f8bb35aa0_4408,0cad7609a72f054f1e5a773edfee880c_433,b950933d1ddb7e03141c7b304a24a0b6_2742,f8e40b63109f8c40a69745e5931a1674_4508
WP_053103213.1,,TlpA disulfide reductase family protein,10,10,1,78,957,,,,812,812,812,9b7e70dc9c6ece2c05dcc2e656b22969_3717,f703f9607fd873072b58ff69da1f6298_3126,7939b8df5802c39c46adb1416b02880c_1361,5b8d0eb8742d50487a1e3a28fa195a18_3408,4291979d325094cc7b4bce3cd2bb2024_2629,a077d878693c9fd52ed3dbbed690b74f_2488,03f798c6314f9895224cd16f8bb35aa0_2778,0cad7609a72f054f1e5a773edfee880c_4161,b950933d1ddb7e03141c7b304a24a0b6_4421,f8e40b63109f8c40a69745e5931a1674_3649
WP_053099447.1,,hypothetical protein,10,10,1,78,44,,,,335,335,335,9b7e70dc9c6ece2c05dcc2e656b22969_902,f703f9607fd873072b58ff69da1f6298_843,7939b8df5802c39c46adb1416b02880c_3282,5b8d0eb8742d50487a1e3a28fa195a18_1208,4291979d325094cc7b4bce3cd2bb2024_137,a077d878693c9fd52ed3dbbed690b74f_116,03f798c6314f9895224cd16f8bb35aa0_114,0cad7609a72f054f1e5a773edfee880c_3331,b950933d1ddb7e03141c7b304a24a0b6_736,f8e40b63109f8c40a69745e5931a1674_1445
WP_053103637.1,,ABC transporter substrate-binding protein,10,10,1,78,2527,,,,923,923,923,9b7e70dc9c6ece2c05dcc2e656b22969_2643,f703f9607fd873072b58ff69da1f6298_4078,7939b8df5802c39c46adb1416b02880c_420,5b8d0eb8742d50487a1e3a28fa195a18_2506,4291979d325094cc7b4bce3cd2bb2024_3491,a077d878693c9fd52ed3dbbed690b74f_3497,03f798c6314f9895224cd16f8bb35aa0_1822,0cad7609a72f054f1e5a773edfee880c_2087,b950933d1ddb7e03141c7b304a24a0b6_3016,f8e40b63109f8c40a69745e5931a1674_2629
